call_id,caller_id,callee_id,timestamp,duration_sec
C00133,P008,P032,2026-06-01T03:52:50,812
C00134,P008,P032,2026-06-14T07:58:03,195
C00135,P008,P032,2026-06-26T18:51:29,490
C00136,P008,P032,2026-06-02T20:17:40,270
C00137,P008,P032,2026-06-30T04:25:06,482
C00138,P009,P031,2026-07-01T16:06:48,642
C00139,P009,P031,2026-06-27T18:22:42,451
C00140,P009,P031,2026-06-27T19:56:50,471
C00141,P009,P031,2026-06-29T05:47:41,776
C00142,P009,P031,2026-06-28T17:16:56,475
C00143,P009,P031,2026-06-09T09:00:06,875
C00144,P009,P035,2026-06-25T18:58:47,511
C00145,P009,P035,2026-06-21T08:42:38,296
C00146,P009,P035,2026-06-15T02:49:15,745
C00147,P009,P035,2026-06-10T08:32:15,293
C00148,P009,P035,2026-06-11T11:38:24,568
C00149,P009,P037,2026-06-05T05:29:29,251
C00150,P009,P037,2026-06-13T05:33:48,738
C00151,P010,P005,2026-06-14T02:16:01,226
C00152,P010,P005,2026-06-27T15:17:49,413
C00153,P010,P005,2026-06-29T21:15:56,727
C00154,P010,P005,2026-06-01T20:57:36,404
C00155,P010,P005,2026-06-16T00:12:52,375
C00156,P010,P005,2026-06-10T14:11:56,888
C00157,P010,P005,2026-06-29T15:15:21,566
C00158,P010,P005,2026-06-24T19:53:02,834
C00159,P010,P028,2026-06-16T07:59:20,294
C00160,P010,P028,2026-06-14T17:40:54,44
C00161,P010,P028,2026-06-13T12:14:17,699
C00162,P010,P028,2026-06-22T14:43:14,756
C00163,P010,P023,2026-06-27T17:01:01,145
C00164,P010,P023,2026-06-20T19:26:48,42
C00165,P010,P023,2026-06-30T14:20:45,621
C00166,P011,P002,2026-06-09T13:48:09,350
C00167,P011,P006,2026-06-15T11:54:00,360
C00168,P011,P006,2026-06-25T13:48:12,299
C00169,P011,P006,2026-06-25T15:20:55,273
C00170,P011,P006,2026-06-27T02:58:55,496
C00171,P011,P029,2026-06-24T19:38:22,68
C00172,P011,P009,2026-06-08T23:40:15,85
C00173,P011,P009,2026-06-25T23:43:46,56
C00174,P011,P009,2026-06-25T01:07:47,268
C00175,P011,P009,2026-06-07T00:44:31,651
C00176,P011,P009,2026-06-05T08:41:06,144
C00177,P011,P009,2026-06-16T04:09:53,592
C00178,P011,P031,2026-06-15T09:19:46,800
C00179,P011,P031,2026-06-12T06:06:32,635
C00180,P011,P031,2026-06-20T04:10:12,811
C00181,P011,P031,2026-06-27T05:57:45,333
C00182,P011,P013,2026-06-19T00:56:05,334
C00183,P011,P013,2026-06-19T13:39:52,421
C00184,P012,P005,2026-06-23T10:58:49,885
C00185,P012,P005,2026-06-22T21:51:37,839
C00186,P012,P039,2026-06-26T20:36:17,816
C00187,P012,P039,2026-06-02T12:38:28,560
C00188,P012,P017,2026-06-22T13:29:31,85
C00189,P012,P017,2026-06-17T23:34:34,364
C00190,P012,P017,2026-06-01T15:17:37,857
C00191,P012,P017,2026-06-16T03:50:33,458
C00192,P012,P017,2026-07-01T13:11:12,665
C00193,P012,P017,2026-06-29T16:44:18,739
C00194,P012,P017,2026-06-05T15:51:20,195
C00195,P013,P019,2026-06-28T08:56:17,865
C00196,P013,P019,2026-06-30T03:09:19,300
C00197,P013,P019,2026-06-29T16:24:47,264
C00198,P013,P019,2026-06-25T16:55:10,598
C00199,P013,P019,2026-06-20T13:47:54,359
C00200,P013,P019,2026-06-01T17:59:49,886
C00201,P013,P036,2026-06-06T17:45:04,232
C00202,P013,P036,2026-06-12T09:24:22,363
C00203,P013,P036,2026-06-09T21:42:19,733
C00204,P013,P036,2026-06-29T10:03:31,584
C00205,P013,P036,2026-06-01T18:48:35,210
C00206,P013,P036,2026-06-03T08:47:15,752
C00207,P013,P032,2026-06-16T20:12:48,791
C00208,P013,P032,2026-06-08T17:20:02,676
C00209,P013,P032,2026-06-23T17:52:12,473
C00210,P013,P032,2026-06-26T00:37:40,110
C00211,P013,P032,2026-06-10T08:04:05,429
C00212,P013,P032,2026-06-23T08:51:30,328
C00213,P013,P032,2026-06-22T21:10:25,392
C00214,P013,P031,2026-06-18T19:19:48,367
C00215,P013,P031,2026-06-14T20:02:20,353
C00216,P013,P031,2026-06-12T16:31:13,292
C00217,P013,P031,2026-06-10T09:09:11,251
C00218,P013,P031,2026-06-04T07:00:42,338
C00219,P013,P031,2026-06-04T19:30:36,795
C00220,P013,P031,2026-06-23T06:44:27,211
C00221,P013,P031,2026-06-07T17:37:44,298
C00222,P013,P029,2026-06-04T07:04:03,318
C00223,P013,P029,2026-06-08T13:08:21,198
C00224,P013,P029,2026-06-10T00:30:54,740
C00225,P013,P029,2026-06-18T04:36:31,295
C00226,P013,P029,2026-06-02T01:59:06,581
C00227,P013,P040,2026-06-23T04:35:51,668
C00228,P013,P040,2026-06-28T17:52:20,120
C00229,P013,P040,2026-06-28T00:26:47,602
C00230,P013,P040,2026-06-10T17:05:24,505
C00231,P013,P040,2026-06-15T12:24:17,203
C00232,P014,P018,2026-06-27T02:22:44,425
C00233,P014,P018,2026-06-16T02:41:50,605
C00234,P014,P032,2026-06-05T05:25:55,845
C00235,P015,P021,2026-06-15T16:07:08,319
C00236,P015,P021,2026-06-28T21:25:39,454
C00237,P015,P021,2026-06-10T20:42:11,650
C00238,P015,P021,2026-06-02T22:11:45,772
C00239,P015,P021,2026-06-04T07:33:55,655
C00240,P015,P021,2026-06-07T09:38:07,691
C00241,P015,P021,2026-06-03T05:43:05,260
C00242,P015,P006,2026-06-18T02:43:58,175
C00243,P015,P006,2026-06-01T14:52:25,476
C00244,P015,P006,2026-06-23T21:37:12,496
C00245,P015,P017,2026-06-02T08:25:40,310
C00246,P015,P017,2026-06-23T10:17:36,734
C00247,P015,P017,2026-06-28T16:31:50,87
C00248,P015,P017,2026-06-22T08:29:55,285
C00249,P015,P017,2026-06-26T22:45:27,618
C00250,P015,P008,2026-06-14T04:10:43,572
C00251,P015,P008,2026-06-08T23:34:46,167
C00252,P015,P008,2026-06-30T09:40:16,861
C00253,P015,P008,2026-06-05T02:35:59,76
C00254,P015,P028,2026-06-26T11:11:59,624
C00255,P015,P028,2026-06-24T20:43:27,310
C00256,P015,P028,2026-06-15T04:31:39,494
C00257,P015,P016,2026-06-23T14:39:17,293
C00258,P015,P016,2026-06-17T19:39:36,520
C00259,P015,P016,2026-06-15T02:55:43,627
C00260,P015,P016,2026-06-02T15:43:46,767
C00261,P015,P016,2026-06-11T21:58:49,271
C00262,P016,P006,2026-06-25T09:48:45,605
C00263,P016,P015,2026-06-25T06:22:42,496
C00264,P017,P030,2026-06-12T14:52:03,356
C00265,P017,P030,2026-06-11T03:48:30,893
C00266,P017,P030,2026-06-06T12:00:28,436
C00267,P017,P030,2026-06-23T18:02:22,310
C00268,P017,P030,2026-06-22T14:34:48,848
C00269,P017,P030,2026-06-25T20:01:42,52
C00270,P017,P030,2026-06-15T03:12:22,337
C00271,P017,P030,2026-06-09T11:46:12,133
C00272,P017,P019,2026-06-28T18:44:09,859
C00273,P017,P019,2026-06-01T23:56:40,570
C00274,P017,P019,2026-06-15T15:02:45,70
C00275,P017,P019,2026-06-07T18:52:32,385
C00276,P017,P019,2026-06-20T18:08:58,655
C00277,P017,P019,2026-06-15T01:52:44,223
C00278,P017,P019,2026-06-09T19:59:47,149
C00279,P017,P012,2026-06-15T17:38:52,139
C00280,P017,P012,2026-06-01T22:56:18,638
C00281,P017,P012,2026-06-26T08:42:45,741
C00282,P017,P012,2026-06-06T11:18:50,579
C00283,P017,P012,2026-06-01T20:06:24,432
C00284,P017,P029,2026-06-08T04:07:51,487
C00285,P017,P029,2026-07-01T04:16:36,678
C00286,P017,P033,2026-06-16T10:37:34,536
C00287,P017,P033,2026-06-23T09:57:18,440
C00288,P017,P033,2026-06-27T17:34:02,498
C00289,P017,P006,2026-06-15T20:04:15,163
C00290,P017,P006,2026-06-13T06:56:23,628
C00291,P017,P006,2026-06-17T04:58:12,899
C00292,P017,P006,2026-06-03T10:03:28,806
C00293,P018,P023,2026-06-27T21:22:11,608
C00294,P018,P023,2026-06-22T17:49:38,167
C00295,P018,P023,2026-06-15T19:36:32,510
C00296,P018,P023,2026-06-12T12:06:13,580
C00297,P018,P023,2026-06-25T19:47:08,401
C00298,P018,P034,2026-06-30T11:42:56,208
C00299,P018,P034,2026-06-23T08:41:40,600
C00300,P018,P034,2026-06-13T08:30:13,891
C00301,P018,P034,2026-06-25T14:57:21,59
C00302,P018,P034,2026-06-11T17:13:13,737
C00303,P018,P034,2026-06-30T13:52:48,410
C00304,P018,P034,2026-06-22T23:44:21,170
C00305,P018,P034,2026-06-16T01:20:52,144
C00306,P018,P019,2026-06-28T03:39:14,880
C00307,P018,P019,2026-06-15T03:37:49,553
C00308,P018,P019,2026-06-30T16:38:10,30
C00309,P018,P019,2026-06-24T05:14:54,434
C00310,P018,P019,2026-06-28T23:50:23,173
C00311,P018,P019,2026-06-03T17:05:37,815
C00312,P018,P001,2026-06-11T22:41:31,724
C00313,P018,P001,2026-06-13T23:39:35,97
C00314,P018,P001,2026-06-28T11:57:45,887
C00315,P018,P001,2026-06-22T19:25:42,404
C00316,P018,P001,2026-07-01T11:31:45,656
C00317,P018,P020,2026-06-28T19:41:52,51
C00318,P018,P020,2026-06-20T02:29:28,255
C00319,P018,P020,2026-06-21T10:27:47,247
C00320,P018,P020,2026-06-24T03:17:26,459
C00321,P018,P020,2026-06-04T23:04:26,735
C00322,P018,P020,2026-06-28T03:39:33,469
C00323,P018,P020,2026-06-06T10:54:11,44
C00324,P018,P020,2026-06-02T11:48:36,830
C00325,P019,P020,2026-06-14T05:18:00,265
C00326,P019,P020,2026-06-17T15:00:08,594
C00327,P019,P020,2026-06-22T06:33:20,189
C00328,P019,P020,2026-06-06T02:52:30,639
C00329,P019,P020,2026-06-28T13:55:40,649
C00330,P019,P020,2026-06-22T08:46:06,524
C00331,P019,P024,2026-06-08T16:47:23,668
C00332,P019,P024,2026-06-09T16:43:56,276
C00333,P019,P024,2026-06-22T00:20:31,838
C00334,P020,P019,2026-06-19T10:53:30,669
C00335,P020,P019,2026-07-01T15:26:55,721
C00336,P020,P019,2026-06-09T16:37:58,880
C00337,P020,P019,2026-06-10T07:15:11,408
C00338,P020,P019,2026-06-28T17:35:35,124
C00339,P020,P019,2026-06-08T13:53:06,600
C00340,P020,P036,2026-06-19T10:46:20,731
C00341,P020,P036,2026-06-10T00:47:55,864
C00342,P020,P036,2026-06-22T14:24:39,296
C00343,P020,P036,2026-06-01T20:36:17,900
C00344,P020,P036,2026-06-22T01:47:08,635
C00345,P020,P036,2026-06-24T18:05:07,867
C00346,P020,P011,2026-06-25T08:22:42,636
C00347,P020,P011,2026-06-26T12:49:39,239
C00348,P020,P011,2026-06-21T06:55:20,650
C00349,P020,P011,2026-06-09T04:58:47,658
C00350,P020,P011,2026-06-04T22:50:42,676
C00351,P020,P005,2026-06-10T16:02:59,49
C00352,P020,P030,2026-06-24T04:47:04,107
C00353,P020,P030,2026-06-30T10:44:40,349
C00354,P020,P030,2026-06-24T15:07:40,194
C00355,P020,P030,2026-06-07T04:48:42,820
C00356,P020,P030,2026-06-18T13:19:13,558
C00357,P020,P030,2026-06-17T09:55:20,865
C00358,P021,P017,2026-06-26T04:11:35,494
C00359,P021,P017,2026-07-01T02:44:29,159
C00360,P021,P017,2026-06-25T08:12:51,895
C00361,P021,P017,2026-06-22T14:28:09,881
C00362,P021,P017,2026-06-26T20:17:28,389
C00363,P021,P017,2026-06-03T14:21:57,29
C00364,P021,P032,2026-06-18T04:29:59,480
C00365,P021,P032,2026-06-12T09:32:42,613
C00366,P021,P032,2026-06-13T23:14:55,395
C00367,P021,P032,2026-06-04T08:30:47,497
C00368,P021,P032,2026-06-01T22:33:25,589
C00369,P021,P019,2026-06-30T22:12:44,241
C00370,P021,P019,2026-06-21T02:18:05,665
C00371,P021,P019,2026-06-27T16:54:12,732
C00372,P021,P019,2026-06-10T23:38:17,433
C00373,P021,P019,2026-06-04T05:05:20,61
C00374,P021,P019,2026-07-01T01:21:17,326
C00375,P022,P008,2026-06-15T13:30:29,701
C00376,P022,P008,2026-07-01T19:40:04,444
C00377,P022,P008,2026-06-19T05:37:33,439
C00378,P022,P008,2026-06-21T03:36:18,868
C00379,P022,P008,2026-06-16T22:24:54,432
C00380,P022,P008,2026-07-01T10:11:06,48
C00381,P022,P008,2026-06-23T13:29:26,237
C00382,P022,P007,2026-06-15T08:35:47,890
C00383,P022,P007,2026-06-12T03:37:02,717
C00384,P022,P007,2026-06-12T19:49:24,675
C00385,P022,P007,2026-06-12T02:12:16,422
C00386,P022,P007,2026-06-09T06:54:38,140
C00387,P022,P007,2026-07-01T16:33:20,108
C00388,P022,P007,2026-06-22T07:43:21,672
C00389,P022,P007,2026-06-21T21:44:29,36
C00390,P022,P016,2026-06-26T12:08:33,264
C00391,P022,P036,2026-06-26T20:33:20,225
C00392,P022,P036,2026-06-03T20:10:41,227
C00393,P022,P036,2026-06-19T07:51:45,847
C00394,P022,P009,2026-06-11T05:22:20,822
C00395,P022,P009,2026-06-29T21:41:56,17
C00396,P022,P009,2026-06-09T05:16:04,148
C00397,P022,P009,2026-06-18T09:07:33,832
C00398,P023,P008,2026-06-12T08:39:46,617
C00399,P023,P002,2026-06-01T06:20:38,286
C00400,P023,P002,2026-06-02T04:36:54,774
C00401,P023,P002,2026-06-14T19:09:15,131
C00402,P023,P002,2026-06-24T02:18:50,502
C00403,P023,P002,2026-06-15T13:10:53,540
C00404,P023,P002,2026-06-19T03:58:13,477
C00405,P023,P009,2026-07-01T22:23:43,59
C00406,P023,P009,2026-06-24T23:59:23,548
C00407,P023,P009,2026-06-10T16:40:36,673
C00408,P023,P009,2026-07-01T01:08:02,77
C00409,P024,P027,2026-06-29T02:56:29,344
C00410,P024,P027,2026-06-20T05:24:02,82
C00411,P024,P029,2026-06-09T22:43:50,663
C00412,P024,P029,2026-06-19T19:57:54,744
C00413,P024,P029,2026-06-11T13:52:05,626
C00414,P024,P007,2026-06-15T18:24:23,634
C00415,P024,P007,2026-06-14T03:36:39,827
C00416,P024,P007,2026-06-23T04:09:56,888
C00417,P024,P007,2026-06-21T23:41:56,802
C00418,P024,P007,2026-06-18T07:49:43,455
C00419,P024,P033,2026-06-29T08:19:09,438
C00420,P024,P033,2026-06-11T16:30:41,423
C00421,P024,P033,2026-06-14T03:27:43,335
C00422,P024,P033,2026-06-14T11:22:43,696
C00423,P024,P033,2026-06-09T13:37:40,171
C00424,P024,P033,2026-06-22T17:16:03,83
C00425,P024,P033,2026-06-03T03:06:28,110
C00426,P024,P033,2026-06-14T03:30:56,777
C00427,P024,P030,2026-06-26T04:44:14,584
C00428,P024,P030,2026-06-02T21:21:09,590
C00429,P024,P030,2026-06-18T12:00:07,701
C00430,P024,P030,2026-06-04T14:57:25,377
C00431,P024,P030,2026-06-28T15:23:55,753
C00432,P024,P030,2026-06-02T10:28:20,629
C00433,P025,P023,2026-06-05T23:54:39,508
C00434,P025,P023,2026-06-08T03:56:24,373
C00435,P025,P023,2026-06-28T20:15:10,391
C00436,P025,P023,2026-06-04T10:08:32,602
C00437,P025,P007,2026-06-26T15:37:24,880
C00438,P025,P007,2026-06-18T22:38:10,643
C00439,P025,P007,2026-06-22T23:23:59,585
C00440,P025,P007,2026-06-01T22:10:22,688
C00441,P025,P038,2026-06-01T06:34:07,294
C00442,P025,P038,2026-06-23T11:14:59,362
C00443,P025,P038,2026-06-12T00:13:20,200
C00444,P025,P038,2026-06-28T05:12:56,594
C00445,P025,P038,2026-06-22T14:35:31,86
C00446,P025,P034,2026-06-24T23:03:11,46
C00447,P025,P034,2026-06-03T19:18:51,235
C00448,P025,P034,2026-06-13T15:17:08,479
C00449,P026,P011,2026-06-29T01:54:55,174
C00450,P026,P011,2026-06-06T22:29:41,65
C00451,P026,P024,2026-06-09T16:07:59,692
C00452,P026,P024,2026-06-14T17:40:56,636
C00453,P026,P020,2026-06-14T09:56:44,235
C00454,P026,P020,2026-06-25T18:39:14,131
C00455,P026,P020,2026-06-12T15:39:09,128
C00456,P026,P020,2026-06-10T21:35:43,513
C00457,P026,P020,2026-06-17T11:13:45,61
C00458,P026,P020,2026-06-08T14:23:27,628
C00459,P026,P020,2026-06-02T00:16:47,224
C00460,P026,P020,2026-06-10T07:41:26,800
C00461,P026,P021,2026-06-25T09:18:11,311
C00462,P026,P021,2026-06-11T04:22:06,22
C00463,P026,P021,2026-06-16T15:40:46,194
C00464,P027,P025,2026-06-03T14:27:24,897
C00465,P027,P025,2026-06-24T01:32:24,461
C00466,P027,P025,2026-06-01T16:44:20,94
C00467,P027,P025,2026-06-28T11:23:53,604
C00468,P027,P025,2026-06-14T20:52:36,429
C00469,P027,P025,2026-06-23T23:18:24,442
C00470,P027,P036,2026-06-04T14:44:48,36
C00471,P027,P036,2026-07-01T11:49:28,190
C00472,P027,P036,2026-06-26T22:30:18,486
C00473,P027,P036,2026-06-27T13:10:28,105
C00474,P027,P036,2026-06-14T03:51:15,264
C00475,P027,P015,2026-06-19T14:34:47,551
C00476,P027,P015,2026-06-03T14:24:33,332
C00477,P027,P015,2026-06-24T12:21:40,241
C00478,P027,P015,2026-06-11T06:07:17,93
C00479,P027,P015,2026-06-17T23:03:18,131
C00480,P027,P015,2026-06-17T18:34:00,213
C00481,P027,P015,2026-06-29T12:43:13,374
C00482,P028,P016,2026-06-07T06:19:00,631
C00483,P028,P016,2026-06-05T23:51:58,92
C00484,P028,P016,2026-06-06T22:51:46,520
C00485,P028,P016,2026-06-15T20:31:29,793
C00486,P028,P016,2026-06-19T16:20:38,712
C00487,P028,P007,2026-06-28T22:50:10,338
C00488,P028,P007,2026-06-05T16:00:40,84
C00489,P028,P007,2026-06-16T16:06:01,661
C00490,P028,P007,2026-06-10T10:00:02,620
C00491,P028,P007,2026-06-02T12:48:49,534
C00492,P028,P007,2026-06-03T11:18:05,487
C00493,P028,P010,2026-06-02T02:04:16,392
C00494,P028,P010,2026-06-27T10:27:07,93
C00495,P028,P010,2026-06-21T03:17:15,644
C00496,P028,P010,2026-06-20T18:27:42,408
C00497,P028,P010,2026-06-15T21:07:44,582
C00498,P028,P010,2026-07-01T01:29:36,475
C00499,P028,P010,2026-06-30T20:48:48,682
C00500,P028,P010,2026-06-07T11:42:23,634
C00501,P029,P034,2026-06-23T03:04:13,531
C00502,P029,P034,2026-06-21T06:16:57,55
C00503,P029,P034,2026-06-08T15:56:17,464
C00504,P029,P034,2026-06-17T19:01:57,639
C00505,P029,P034,2026-06-06T13:14:56,396
C00506,P029,P034,2026-06-30T10:17:59,411
C00507,P029,P010,2026-06-25T12:19:10,710
C00508,P029,P010,2026-06-20T01:54:23,823
C00509,P029,P010,2026-06-21T23:34:03,357
C00510,P029,P010,2026-06-03T12:00:13,111
C00511,P029,P010,2026-06-18T14:04:27,305
C00512,P029,P010,2026-06-09T23:54:17,632
C00513,P029,P010,2026-06-28T05:28:29,356
C00514,P029,P004,2026-06-19T05:08:57,373
C00515,P029,P004,2026-06-10T23:53:10,730
C00516,P029,P030,2026-06-05T21:39:53,740
C00517,P029,P030,2026-07-01T03:05:04,332
C00518,P029,P030,2026-06-18T13:42:52,673
C00519,P029,P030,2026-06-26T11:57:34,847
C00520,P029,P030,2026-06-05T19:09:55,110
C00521,P029,P030,2026-06-21T15:24:56,535
C00522,P029,P030,2026-06-12T00:39:49,386
C00523,P029,P007,2026-06-06T07:47:54,364
C00524,P029,P007,2026-07-01T17:42:16,211
C00525,P029,P007,2026-06-08T05:00:30,173
C00526,P029,P007,2026-06-03T10:46:10,879
C00527,P029,P007,2026-06-26T03:40:56,534
C00528,P030,P035,2026-06-06T22:44:45,843
C00529,P030,P035,2026-06-29T06:01:37,753
C00530,P030,P035,2026-06-15T01:35:26,435
C00531,P030,P003,2026-06-22T08:38:53,469
C00532,P030,P003,2026-06-20T10:22:26,785
C00533,P030,P003,2026-06-24T16:20:41,254
C00534,P030,P003,2026-06-18T08:42:28,331
C00535,P030,P003,2026-07-01T17:04:34,870
C00536,P030,P003,2026-06-07T13:23:33,709
C00537,P030,P022,2026-06-15T10:15:32,811
C00538,P030,P022,2026-06-13T18:18:36,555
C00539,P030,P022,2026-06-14T05:54:01,851
C00540,P030,P022,2026-06-07T22:00:54,156
C00541,P030,P022,2026-06-28T09:06:08,68
C00542,P030,P022,2026-06-21T17:29:51,395
C00543,P030,P022,2026-06-18T03:44:06,743
C00544,P030,P022,2026-06-28T18:47:01,886
C00545,P030,P009,2026-06-10T03:03:13,796
C00546,P030,P009,2026-06-06T09:55:55,475
C00547,P030,P025,2026-06-27T15:55:40,108
C00548,P030,P025,2026-07-01T08:05:02,851
C00549,P030,P025,2026-06-15T12:43:40,42
C00550,P030,P010,2026-06-02T14:26:04,529
C00551,P030,P010,2026-06-12T08:35:03,410
C00552,P030,P010,2026-06-03T13:39:00,244
C00553,P030,P010,2026-06-01T11:36:10,116
C00554,P030,P010,2026-06-27T23:39:51,358
C00555,P030,P010,2026-06-26T05:19:02,155
C00556,P030,P010,2026-06-02T10:26:41,864
C00557,P031,P009,2026-06-09T07:51:06,870
C00558,P031,P032,2026-06-18T22:10:07,555
